"Statistic Label","Year","County","UNIT","VALUE"
"Disposable Income per Person","2003","Co. Wicklow","Euro","16285.3"
"Disposable Income per Person","2004","Ireland","Euro","16588.01"
"Disposable Income per Person","2004","Co. Carlow","Euro","15083.06"
"Disposable Income per Person","2004","Co. Cavan","Euro","15401.68"
"Disposable Income per Person","2004","Co. Clare","Euro","15359.36"
"Disposable Income per Person","2004","Co. Cork","Euro","16438.81"
"Disposable Income per Person","2004","Co. Donegal","Euro","13607.36"
"Disposable Income per Person","2004","Co. Dublin","Euro","18289.88"
"Disposable Income per Person","2004","Co. Galway","Euro","15997.82"
"Disposable Income per Person","2004","Co. Kerry","Euro","14435.47"
"Disposable Income per Person","2004","Co. Kildare","Euro","17403.59"
"Disposable Income per Person","2004","Co. Kilkenny","Euro","14716.17"
"Disposable Income per Person","2004","Co. Laois","Euro","15906.78"
"Disposable Income per Person","2004","Co. Leitrim","Euro","15885.24"
"Disposable Income per Person","2004","Co. Limerick","Euro","16205.32"
"Disposable Income per Person","2004","Co. Longford","Euro","15739.7"
"Disposable Income per Person","2004","Co. Louth","Euro","17080.99"
"Disposable Income per Person","2004","Co. Mayo","Euro","15163.67"
"Disposable Income per Person","2004","Co. Meath","Euro","16802.94"
"Disposable Income per Person","2004","Co. Monaghan","Euro","15520.55"
"Disposable Income per Person","2004","Co. Offaly","Euro","15677.34"
"Disposable Income per Person","2004","Co. Roscommon","Euro","15316.37"
"Disposable Income per Person","2004","Co. Sligo","Euro","15836.42"
"Disposable Income per Person","2004","Co. Tipperary","Euro","15778.85"
"Disposable Income per Person","2004","Co. Waterford","Euro","16778.04"
"Disposable Income per Person","2004","Co. Westmeath","Euro","16219.4"
"Disposable Income per Person","2004","Co. Wexford","Euro","15594.09"
"Disposable Income per Person","2004","Co. Wicklow","Euro","16452.59"
"Disposable Income per Person","2005","Ireland","Euro","17856.74"
"Disposable Income per Person","2005","Co. Carlow","Euro","16436.63"
"Disposable Income per Person","2005","Co. Cavan","Euro","17017.17"
"Disposable Income per Person","2005","Co. Clare","Euro","16893.45"
"Disposable Income per Person","2005","Co. Cork","Euro","17969.8"
"Disposable Income per Person","2005","Co. Donegal","Euro","14427.64"
"Disposable Income per Person","2005","Co. Dublin","Euro","19493"
"Disposable Income per Person","2005","Co. Galway","Euro","17261.16"
"Disposable Income per Person","2005","Co. Kerry","Euro","15690.76"
"Disposable Income per Person","2005","Co. Kildare","Euro","18537.99"
"Disposable Income per Person","2005","Co. Kilkenny","Euro","16018.25"
"Disposable Income per Person","2005","Co. Laois","Euro","16988.3"
"Disposable Income per Person","2005","Co. Leitrim","Euro","17288.58"
"Disposable Income per Person","2005","Co. Limerick","Euro","17535.38"
"Disposable Income per Person","2005","Co. Longford","Euro","16991.65"
"Disposable Income per Person","2005","Co. Louth","Euro","18408.07"
"Disposable Income per Person","2005","Co. Mayo","Euro","16332.14"
"Disposable Income per Person","2005","Co. Meath","Euro","18499.26"
"Disposable Income per Person","2005","Co. Monaghan","Euro","16804.49"
"Disposable Income per Person","2005","Co. Offaly","Euro","16928.14"
"Disposable Income per Person","2005","Co. Roscommon","Euro","17034.67"
"Disposable Income per Person","2005","Co. Sligo","Euro","16839.59"
"Disposable Income per Person","2005","Co. Tipperary","Euro","17128.67"
"Disposable Income per Person","2005","Co. Waterford","Euro","17752.69"
"Disposable Income per Person","2005","Co. Westmeath","Euro","17187.38"
"Disposable Income per Person","2005","Co. Wexford","Euro","17088.37"
"Disposable Income per Person","2005","Co. Wicklow","Euro","17249.57"
"Disposable Income per Person","2006","Ireland","Euro","18648.9"
"Disposable Income per Person","2006","Co. Carlow","Euro","17619.13"
"Disposable Income per Person","2006","Co. Cavan","Euro","17751.14"
"Disposable Income per Person","2006","Co. Clare","Euro","17645.37"
"Disposable Income per Person","2006","Co. Cork","Euro","18632.24"
"Disposable Income per Person","2006","Co. Donegal","Euro","15098.58"
"Disposable Income per Person","2006","Co. Dublin","Euro","20277.09"
"Disposable Income per Person","2006","Co. Galway","Euro","18230.91"
"Disposable Income per Person","2006","Co. Kerry","Euro","16477.92"
"Disposable Income per Person","2006","Co. Kildare","Euro","19673.42"
"Disposable Income per Person","2006","Co. Kilkenny","Euro","17456.32"
"Disposable Income per Person","2006","Co. Laois","Euro","17826.51"
"Disposable Income per Person","2006","Co. Leitrim","Euro","17989.67"
"Disposable Income per Person","2006","Co. Limerick","Euro","18458.29"
"Disposable Income per Person","2006","Co. Longford","Euro","17515.2"
"Disposable Income per Person","2006","Co. Louth","Euro","18861.14"
"Disposable Income per Person","2006","Co. Mayo","Euro","16526.24"
"Disposable Income per Person","2006","Co. Meath","Euro","19958.9"
"Disposable Income per Person","2006","Co. Monaghan","Euro","16917.35"
"Disposable Income per Person","2006","Co. Offaly","Euro","17489.72"
"Disposable Income per Person","2006","Co. Roscommon","Euro","17616.17"
"Disposable Income per Person","2006","Co. Sligo","Euro","17327.36"
"Disposable Income per Person","2006","Co. Tipperary","Euro","18263.73"
"Disposable Income per Person","2006","Co. Waterford","Euro","18115.13"
"Disposable Income per Person","2006","Co. Westmeath","Euro","17394.82"
"Disposable Income per Person","2006","Co. Wexford","Euro","18472.42"
"Disposable Income per Person","2006","Co. Wicklow","Euro","17812.66"
"Disposable Income per Person","2007","Ireland","Euro","19723.97"
"Disposable Income per Person","2007","Co. Carlow","Euro","19059.8"
"Disposable Income per Person","2007","Co. Cavan","Euro","19157.48"
"Disposable Income per Person","2007","Co. Clare","Euro","18879.2"
"Disposable Income per Person","2007","Co. Cork","Euro","19683.64"
"Disposable Income per Person","2007","Co. Donegal","Euro","15990.45"
"Disposable Income per Person","2007","Co. Dublin","Euro","21432.68"
"Disposable Income per Person","2007","Co. Galway","Euro","19237.47"
"Disposable Income per Person","2007","Co. Kerry","Euro","17301.19"
"Disposable Income per Person","2007","Co. Kildare","Euro","20553.29"
"Disposable Income per Person","2007","Co. Kilkenny","Euro","18848.16"
"Disposable Income per Person","2007","Co. Laois","Euro","18665.27"
"Disposable Income per Person","2007","Co. Leitrim","Euro","18777.74"
"Disposable Income per Person","2007","Co. Limerick","Euro","19439.53"
"Disposable Income per Person","2007","Co. Longford","Euro","18236.09"
"Disposable Income per Person","2007","Co. Louth","Euro","20085.54"
"Disposable Income per Person","2007","Co. Mayo","Euro","17252.94"
"Disposable Income per Person","2007","Co. Meath","Euro","21183.4"
"Disposable Income per Person","2007","Co. Monaghan","Euro","17941.36"
"Disposable Income per Person","2007","Co. Offaly","Euro","17854.6"
"Disposable Income per Person","2007","Co. Roscommon","Euro","18059.07"
"Disposable Income per Person","2007","Co. Sligo","Euro","18333.15"
"Disposable Income per Person","2007","Co. Tipperary","Euro","19429.4"
"Disposable Income per Person","2007","Co. Waterford","Euro","19456.83"
"Disposable Income per Person","2007","Co. Westmeath","Euro","18207.64"
"Disposable Income per Person","2007","Co. Wexford","Euro","20158.18"
"Disposable Income per Person","2007","Co. Wicklow","Euro","18792.64"
"Disposable Income per Person","2008","Ireland","Euro","20824.93"
"Disposable Income per Person","2008","Co. Carlow","Euro","20034.34"
"Disposable Income per Person","2008","Co. Cavan","Euro","20009.45"
"Disposable Income per Person","2008","Co. Clare","Euro","20180.78"
"Disposable Income per Person","2008","Co. Cork","Euro","20803.92"
"Disposable Income per Person","2008","Co. Donegal","Euro","17013.01"
"Disposable Income per Person","2008","Co. Dublin","Euro","22734.6"
"Disposable Income per Person","2008","Co. Galway","Euro","20673.13"
"Disposable Income per Person","2008","Co. Kerry","Euro","18234.59"
"Disposable Income per Person","2008","Co. Kildare","Euro","21708.3"
"Disposable Income per Person","2008","Co. Kilkenny","Euro","20025.61"
"Disposable Income per Person","2008","Co. Laois","Euro","19769.6"
"Disposable Income per Person","2008","Co. Leitrim","Euro","20323.88"
"Disposable Income per Person","2008","Co. Limerick","Euro","20223.59"
"Disposable Income per Person","2008","Co. Longford","Euro","19251.85"
"Disposable Income per Person","2008","Co. Louth","Euro","21235.51"
"Disposable Income per Person","2008","Co. Mayo","Euro","18463.44"
"Disposable Income per Person","2008","Co. Meath","Euro","22254.38"
"Disposable Income per Person","2008","Co. Monaghan","Euro","18520.05"
"Disposable Income per Person","2008","Co. Offaly","Euro","18616.34"
"Disposable Income per Person","2008","Co. Roscommon","Euro","19477.22"
"Disposable Income per Person","2008","Co. Sligo","Euro","19131.89"
"Disposable Income per Person","2008","Co. Tipperary","Euro","19682.35"
"Disposable Income per Person","2008","Co. Waterford","Euro","20225.72"
"Disposable Income per Person","2008","Co. Westmeath","Euro","19054.87"
"Disposable Income per Person","2008","Co. Wexford","Euro","21231.77"
"Disposable Income per Person","2008","Co. Wicklow","Euro","19727.71"
"Disposable Income per Person","2009","Ireland","Euro","19343.17"
"Disposable Income per Person","2009","Co. Carlow","Euro","18541.44"
"Disposable Income per Person","2009","Co. Cavan","Euro","18815.47"
"Disposable Income per Person","2009","Co. Clare","Euro","18525.14"
"Disposable Income per Person","2009","Co. Cork","Euro","19380.79"
"Disposable Income per Person","2009","Co. Donegal","Euro","16385.26"
"Disposable Income per Person","2009","Co. Dublin","Euro","20990.72"
"Disposable Income per Person","2009","Co. Galway","Euro","19480.59"
"Disposable Income per Person","2009","Co. Kerry","Euro","17209.47"
"Disposable Income per Person","2009","Co. Kildare","Euro","19981.9"
"Disposable Income per Person","2009","Co. Kilkenny","Euro","18274.16"
"Disposable Income per Person","2009","Co. Laois","Euro","18322.54"
"Disposable Income per Person","2009","Co. Leitrim","Euro","19107.61"
"Disposable Income per Person","2009","Co. Limerick","Euro","19008.38"
"Disposable Income per Person","2009","Co. Longford","Euro","17877.76"
"Disposable Income per Person","2009","Co. Louth","Euro","19813.61"
"Disposable Income per Person","2009","Co. Mayo","Euro","17641.19"
"Disposable Income per Person","2009","Co. Meath","Euro","20214.18"
"Disposable Income per Person","2009","Co. Monaghan","Euro","16804.22"
"Disposable Income per Person","2009","Co. Offaly","Euro","17068.07"
"Disposable Income per Person","2009","Co. Roscommon","Euro","18339.3"
"Disposable Income per Person","2009","Co. Sligo","Euro","18138.19"
"Disposable Income per Person","2009","Co. Tipperary","Euro","18697.28"
"Disposable Income per Person","2009","Co. Waterford","Euro","18697.09"
"Disposable Income per Person","2009","Co. Westmeath","Euro","18031.77"
"Disposable Income per Person","2009","Co. Wexford","Euro","19567.05"
"Disposable Income per Person","2009","Co. Wicklow","Euro","17791.61"
"Disposable Income per Person","2010","Ireland","Euro","18825.74"
"Disposable Income per Person","2010","Co. Carlow","Euro","18218.91"
"Disposable Income per Person","2010","Co. Cavan","Euro","18163.13"
"Disposable Income per Person","2010","Co. Clare","Euro","18180.97"
"Disposable Income per Person","2010","Co. Cork","Euro","19023.94"
"Disposable Income per Person","2010","Co. Donegal","Euro","15917.19"
"Disposable Income per Person","2010","Co. Dublin","Euro","20488.15"
"Disposable Income per Person","2010","Co. Galway","Euro","19049.7"
"Disposable Income per Person","2010","Co. Kerry","Euro","16606.73"
"Disposable Income per Person","2010","Co. Kildare","Euro","19003.42"
"Disposable Income per Person","2010","Co. Kilkenny","Euro","17357.2"
"Disposable Income per Person","2010","Co. Laois","Euro","17733.34"
"Disposable Income per Person","2010","Co. Leitrim","Euro","18987.36"
"Disposable Income per Person","2010","Co. Limerick","Euro","19155.83"
"Disposable Income per Person","2010","Co. Longford","Euro","17193.69"
"Disposable Income per Person","2010","Co. Louth","Euro","18795.12"
"Disposable Income per Person","2010","Co. Mayo","Euro","17358.19"
"Disposable Income per Person","2010","Co. Meath","Euro","19246.63"
"Disposable Income per Person","2010","Co. Monaghan","Euro","16361.12"
"Disposable Income per Person","2010","Co. Offaly","Euro","16302.48"
"Disposable Income per Person","2010","Co. Roscommon","Euro","17595.6"
"Disposable Income per Person","2010","Co. Sligo","Euro","17747.17"
"Disposable Income per Person","2010","Co. Tipperary","Euro","18141.53"
"Disposable Income per Person","2010","Co. Waterford","Euro","18135.88"
"Disposable Income per Person","2010","Co. Westmeath","Euro","17541.72"
"Disposable Income per Person","2010","Co. Wexford","Euro","18935.73"
"Disposable Income per Person","2010","Co. Wicklow","Euro","17506.12"
"Disposable Income per Person","2011","Ireland","Euro","17747.58"
"Disposable Income per Person","2011","Co. Carlow","Euro","17387.84"
"Disposable Income per Person","2011","Co. Cavan","Euro","15878.02"
"Disposable Income per Person","2011","Co. Clare","Euro","16566.44"
"Disposable Income per Person","2011","Co. Cork","Euro","17706.33"
"Disposable Income per Person","2011","Co. Donegal","Euro","15175.79"
"Disposable Income per Person","2011","Co. Dublin","Euro","19733.53"
"Disposable Income per Person","2011","Co. Galway","Euro","16979.21"
"Disposable Income per Person","2011","Co. Kerry","Euro","16070"
"Disposable Income per Person","2011","Co. Kildare","Euro","17666.02"
"Disposable Income per Person","2011","Co. Kilkenny","Euro","16166.65"
"Disposable Income per Person","2011","Co. Laois","Euro","16174.15"
"Disposable Income per Person","2011","Co. Leitrim","Euro","17423.21"
"Disposable Income per Person","2011","Co. Limerick","Euro","19420.52"
"Disposable Income per Person","2011","Co. Longford","Euro","16309.78"
"Disposable Income per Person","2011","Co. Louth","Euro","16992.41"
"Disposable Income per Person","2011","Co. Mayo","Euro","16440.13"
"Disposable Income per Person","2011","Co. Meath","Euro","16931.98"
"Disposable Income per Person","2011","Co. Monaghan","Euro","16061.09"
"Disposable Income per Person","2011","Co. Offaly","Euro","15551.41"
"Disposable Income per Person","2011","Co. Roscommon","Euro","16056.67"
"Disposable Income per Person","2011","Co. Sligo","Euro","16966.04"
"Disposable Income per Person","2011","Co. Tipperary","Euro","16942.19"
"Disposable Income per Person","2011","Co. Waterford","Euro","17316.08"
"Disposable Income per Person","2011","Co. Westmeath","Euro","16541.31"
"Disposable Income per Person","2011","Co. Wexford","Euro","16719.09"
"Disposable Income per Person","2011","Co. Wicklow","Euro","17406.8"
"Disposable Income per Person","2012","Ireland","Euro","18062.49"
"Disposable Income per Person","2012","Co. Carlow","Euro","17689.59"
"Disposable Income per Person","2012","Co. Cavan","Euro","16039.08"
"Disposable Income per Person","2012","Co. Clare","Euro","16750.29"
"Disposable Income per Person","2012","Co. Cork","Euro","18009.74"
"Disposable Income per Person","2012","Co. Donegal","Euro","15130.62"
"Disposable Income per Person","2012","Co. Dublin","Euro","20206.08"
"Disposable Income per Person","2012","Co. Galway","Euro","17495.3"
"Disposable Income per Person","2012","Co. Kerry","Euro","16459.49"
"Disposable Income per Person","2012","Co. Kildare","Euro","18060.99"
"Disposable Income per Person","2012","Co. Kilkenny","Euro","16426.06"
"Disposable Income per Person","2012","Co. Laois","Euro","16216.17"
"Disposable Income per Person","2012","Co. Leitrim","Euro","17509.57"
"Disposable Income per Person","2012","Co. Limerick","Euro","19577.15"
"Disposable Income per Person","2012","Co. Longford","Euro","16726.44"
"Disposable Income per Person","2012","Co. Louth","Euro","17241.3"
"Disposable Income per Person","2012","Co. Mayo","Euro","16685.7"
"Disposable Income per Person","2012","Co. Meath","Euro","17212.3"
"Disposable Income per Person","2012","Co. Monaghan","Euro","15414.29"
"Disposable Income per Person","2012","Co. Offaly","Euro","15701.23"
"Disposable Income per Person","2012","Co. Roscommon","Euro","16184.71"
"Disposable Income per Person","2012","Co. Sligo","Euro","17425.61"
"Disposable Income per Person","2012","Co. Tipperary","Euro","17215.67"
"Disposable Income per Person","2012","Co. Waterford","Euro","17637.97"
"Disposable Income per Person","2012","Co. Westmeath","Euro","16786.44"
"Disposable Income per Person","2012","Co. Wexford","Euro","16938.14"
"Disposable Income per Person","2012","Co. Wicklow","Euro","17692.75"
"Disposable Income per Person","2013","Ireland","Euro","17905.77"
"Disposable Income per Person","2013","Co. Carlow","Euro","17508.66"
"Disposable Income per Person","2013","Co. Cavan","Euro","15851.76"
"Disposable Income per Person","2013","Co. Clare","Euro","16113.19"
"Disposable Income per Person","2013","Co. Cork","Euro","18029.83"
"Disposable Income per Person","2013","Co. Donegal","Euro","14711.67"
"Disposable Income per Person","2013","Co. Dublin","Euro","20274.9"
"Disposable Income per Person","2013","Co. Galway","Euro","16752.29"
"Disposable Income per Person","2013","Co. Kerry","Euro","15911.15"
"Disposable Income per Person","2013","Co. Kildare","Euro","17680.42"
"Disposable Income per Person","2013","Co. Kilkenny","Euro","16880.05"
"Disposable Income per Person","2013","Co. Laois","Euro","16504.24"
"Disposable Income per Person","2013","Co. Leitrim","Euro","16957.05"
"Disposable Income per Person","2013","Co. Limerick","Euro","19054.03"
"Disposable Income per Person","2013","Co. Longford","Euro","16506.44"
"Disposable Income per Person","2013","Co. Louth","Euro","17032.82"
"Disposable Income per Person","2013","Co. Mayo","Euro","16011.36"
"Disposable Income per Person","2013","Co. Meath","Euro","16837.81"
"Disposable Income per Person","2013","Co. Monaghan","Euro","15246.94"
"Disposable Income per Person","2013","Co. Offaly","Euro","15618.95"
"Disposable Income per Person","2013","Co. Roscommon","Euro","15486.58"
"Disposable Income per Person","2013","Co. Sligo","Euro","17075.98"
"Disposable Income per Person","2013","Co. Tipperary","Euro","17873.93"
"Disposable Income per Person","2013","Co. Waterford","Euro","17454.11"
"Disposable Income per Person","2013","Co. Westmeath","Euro","16507.44"
"Disposable Income per Person","2013","Co. Wexford","Euro","16907.56"
"Disposable Income per Person","2013","Co. Wicklow","Euro","17445.84"
"Disposable Income per Person","2014","Ireland","Euro","17962.87"
"Disposable Income per Person","2014","Co. Carlow","Euro","17701.08"
"Disposable Income per Person","2014","Co. Cavan","Euro","15797.95"
"Disposable Income per Person","2014","Co. Clare","Euro","16160.3"
"Disposable Income per Person","2014","Co. Cork","Euro","17877.24"
"Disposable Income per Person","2014","Co. Donegal","Euro","14389.83"
"Disposable Income per Person","2014","Co. Dublin","Euro","20572.93"
"Disposable Income per Person","2014","Co. Galway","Euro","16769.05"
"Disposable Income per Person","2014","Co. Kerry","Euro","16044.07"
"Disposable Income per Person","2014","Co. Kildare","Euro","17875.19"
"Disposable Income per Person","2014","Co. Kilkenny","Euro","16966.78"
"Disposable Income per Person","2014","Co. Laois","Euro","16155.78"
"Disposable Income per Person","2014","Co. Leitrim","Euro","16589.76"
"Disposable Income per Person","2014","Co. Limerick","Euro","19108.48"
"Disposable Income per Person","2014","Co. Longford","Euro","15998.98"
"Disposable Income per Person","2014","Co. Louth","Euro","16723.31"
"Disposable Income per Person","2014","Co. Mayo","Euro","15825.4"
"Disposable Income per Person","2014","Co. Meath","Euro","17096.56"
"Disposable Income per Person","2014","Co. Monaghan","Euro","15326.35"
"Disposable Income per Person","2014","Co. Offaly","Euro","15429.77"
"Disposable Income per Person","2014","Co. Roscommon","Euro","15492.24"
"Disposable Income per Person","2014","Co. Sligo","Euro","16718.15"
"Disposable Income per Person","2014","Co. Tipperary","Euro","17212.62"
"Disposable Income per Person","2014","Co. Waterford","Euro","17998.96"
"Disposable Income per Person","2014","Co. Westmeath","Euro","16401.83"
"Disposable Income per Person","2014","Co. Wexford","Euro","17188.25"
"Disposable Income per Person","2014","Co. Wicklow","Euro","17713.85"
"Disposable Income per Person","2015","Ireland","Euro","18690.78"
"Disposable Income per Person","2015","Co. Carlow","Euro","18878.99"
"Disposable Income per Person","2015","Co. Cavan","Euro","16518.74"
"Disposable Income per Person","2015","Co. Clare","Euro","16733.62"
"Disposable Income per Person","2015","Co. Cork","Euro","18434.76"
"Disposable Income per Person","2015","Co. Donegal","Euro","14777.36"
"Disposable Income per Person","2015","Co. Dublin","Euro","21514.62"
"Disposable Income per Person","2015","Co. Galway","Euro","17398.03"
"Disposable Income per Person","2015","Co. Kerry","Euro","16566.09"
"Disposable Income per Person","2015","Co. Kildare","Euro","19030.6"
"Disposable Income per Person","2015","Co. Kilkenny","Euro","17761.87"
"Disposable Income per Person","2015","Co. Laois","Euro","16308.82"
"Disposable Income per Person","2015","Co. Leitrim","Euro","17041.52"
"Disposable Income per Person","2015","Co. Limerick","Euro","19817.22"
"Disposable Income per Person","2015","Co. Longford","Euro","16626.86"
"Disposable Income per Person","2015","Co. Louth","Euro","17403.76"
"Disposable Income per Person","2015","Co. Mayo","Euro","15962.42"
"Disposable Income per Person","2015","Co. Meath","Euro","18041.83"
"Disposable Income per Person","2015","Co. Monaghan","Euro","16167.3"
"Disposable Income per Person","2015","Co. Offaly","Euro","15875.53"
"Disposable Income per Person","2015","Co. Roscommon","Euro","15647.46"
"Disposable Income per Person","2015","Co. Sligo","Euro","17310.37"
"Disposable Income per Person","2015","Co. Tipperary","Euro","17701.5"
"Disposable Income per Person","2015","Co. Waterford","Euro","18546.08"
"Disposable Income per Person","2015","Co. Westmeath","Euro","17015.42"
"Disposable Income per Person","2015","Co. Wexford","Euro","18001.78"
"Disposable Income per Person","2015","Co. Wicklow","Euro","18775.34"
"Disposable Income per Person","2016","Ireland","Euro","19375.86"
"Disposable Income per Person","2016","Co. Carlow","Euro","18361.91"
"Disposable Income per Person","2016","Co. Cavan","Euro","16855.1"
"Disposable Income per Person","2016","Co. Clare","Euro","17493.31"
"Disposable Income per Person","2016","Co. Cork","Euro","18947.12"
"Disposable Income per Person","2016","Co. Donegal","Euro","14820.89"
"Disposable Income per Person","2016","Co. Dublin","Euro","22631.43"
"Disposable Income per Person","2016","Co. Galway","Euro","18203.02"
"Disposable Income per Person","2016","Co. Kerry","Euro","17724.67"
"Disposable Income per Person","2016","Co. Kildare","Euro","20237.42"
"Disposable Income per Person","2016","Co. Kilkenny","Euro","17496.57"
"Disposable Income per Person","2016","Co. Laois","Euro","16837.45"
"Disposable Income per Person","2016","Co. Leitrim","Euro","17163.26"
"Disposable Income per Person","2016","Co. Limerick","Euro","21032.44"
"Disposable Income per Person","2016","Co. Longford","Euro","16761.73"
"Disposable Income per Person","2016","Co. Louth","Euro","18043.46"
"Disposable Income per Person","2016","Co. Mayo","Euro","16512.26"
"Disposable Income per Person","2016","Co. Meath","Euro","18884.28"
"Disposable Income per Person","2016","Co. Monaghan","Euro","16315.1"
"Disposable Income per Person","2016","Co. Offaly","Euro","16124.83"
"Disposable Income per Person","2016","Co. Roscommon","Euro","16323.11"
"Disposable Income per Person","2016","Co. Sligo","Euro","17300.26"
"Disposable Income per Person","2016","Co. Tipperary","Euro","18172.19"
"Disposable Income per Person","2016","Co. Waterford","Euro","18194.71"
"Disposable Income per Person","2016","Co. Westmeath","Euro","17410.37"
"Disposable Income per Person","2016","Co. Wexford","Euro","17477.42"
"Disposable Income per Person","2016","Co. Wicklow","Euro","19585.67"
"Disposable Income per Person","2017","Ireland","Euro","20439.19"
"Disposable Income per Person","2017","Co. Carlow","Euro","19072.34"
"Disposable Income per Person","2017","Co. Cavan","Euro","18139.55"
"Disposable Income per Person","2017","Co. Clare","Euro","18934.85"
"Disposable Income per Person","2017","Co. Cork","Euro","20184.01"
"Disposable Income per Person","2017","Co. Donegal","Euro","15996.28"
"Disposable Income per Person","2017","Co. Dublin","Euro","23330.8"
"Disposable Income per Person","2017","Co. Galway","Euro","19432.46"
"Disposable Income per Person","2017","Co. Kerry","Euro","18605.39"
"Disposable Income per Person","2017","Co. Kildare","Euro","22240.73"
"Disposable Income per Person","2017","Co. Kilkenny","Euro","18509.26"
"Disposable Income per Person","2017","Co. Laois","Euro","17935.45"
"Disposable Income per Person","2017","Co. Leitrim","Euro","18417.03"
"Disposable Income per Person","2017","Co. Limerick","Euro","22038.27"
"Disposable Income per Person","2017","Co. Longford","Euro","17514.42"
"Disposable Income per Person","2017","Co. Louth","Euro","19455.71"
"Disposable Income per Person","2017","Co. Mayo","Euro","17499.02"
"Disposable Income per Person","2017","Co. Meath","Euro","20642.71"
"Disposable Income per Person","2017","Co. Monaghan","Euro","17748.95"
"Disposable Income per Person","2017","Co. Offaly","Euro","16590.03"
"Disposable Income per Person","2017","Co. Roscommon","Euro","17444.88"
"Disposable Income per Person","2017","Co. Sligo","Euro","18599.5"
"Disposable Income per Person","2017","Co. Tipperary","Euro","19556.32"
"Disposable Income per Person","2017","Co. Waterford","Euro","19101.71"
"Disposable Income per Person","2017","Co. Westmeath","Euro","17507.31"
"Disposable Income per Person","2017","Co. Wexford","Euro","18096.64"
"Disposable Income per Person","2017","Co. Wicklow","Euro","21222.89"
"Disposable Income per Person","2018","Ireland","Euro","21070.87"
"Disposable Income per Person","2018","Co. Carlow","Euro","19539.48"
"Disposable Income per Person","2018","Co. Cavan","Euro","18166.09"
"Disposable Income per Person","2018","Co. Clare","Euro","19170.15"
"Disposable Income per Person","2018","Co. Cork","Euro","21419.04"
"Disposable Income per Person","2018","Co. Donegal","Euro","16519.13"
"Disposable Income per Person","2018","Co. Dublin","Euro","24274.67"
"Disposable Income per Person","2018","Co. Galway","Euro","20046.35"
"Disposable Income per Person","2018","Co. Kerry","Euro","18436.5"
"Disposable Income per Person","2018","Co. Kildare","Euro","22834.13"
"Disposable Income per Person","2018","Co. Kilkenny","Euro","19245.57"
"Disposable Income per Person","2018","Co. Laois","Euro","17171.72"
"Disposable Income per Person","2018","Co. Leitrim","Euro","18885.47"
"Disposable Income per Person","2018","Co. Limerick","Euro","23022.69"
"Disposable Income per Person","2018","Co. Longford","Euro","17009.76"
"Disposable Income per Person","2018","Co. Louth","Euro","19879.32"
"Disposable Income per Person","2018","Co. Mayo","Euro","17944.67"
"Disposable Income per Person","2018","Co. Meath","Euro","21163.66"
"Disposable Income per Person","2018","Co. Monaghan","Euro","18140.53"
"Disposable Income per Person","2018","Co. Offaly","Euro","16479.81"
"Disposable Income per Person","2018","Co. Roscommon","Euro","18065.04"
"Disposable Income per Person","2018","Co. Sligo","Euro","19086.85"
"Disposable Income per Person","2018","Co. Tipperary","Euro","19401.46"
"Disposable Income per Person","2018","Co. Waterford","Euro","19815.51"
"Disposable Income per Person","2018","Co. Westmeath","Euro","17699.7"
"Disposable Income per Person","2018","Co. Wexford","Euro","18970.74"
"Disposable Income per Person","2018","Co. Wicklow","Euro","21049.13"
"Disposable Income per Person","2019","Ireland","Euro","22103.3"
"Disposable Income per Person","2019","Co. Carlow","Euro","20856.59"
"Disposable Income per Person","2019","Co. Cavan","Euro","18967.41"
"Disposable Income per Person","2019","Co. Clare","Euro","20376.27"
"Disposable Income per Person","2019","Co. Cork","Euro","22741.85"
"Disposable Income per Person","2019","Co. Donegal","Euro","17662.86"
"Disposable Income per Person","2019","Co. Dublin","Euro","25566.7"
"Disposable Income per Person","2019","Co. Galway","Euro","20419.62"
"Disposable Income per Person","2019","Co. Kerry","Euro","19934.48"
"Disposable Income per Person","2019","Co. Kildare","Euro","22805.48"
"Disposable Income per Person","2019","Co. Kilkenny","Euro","19884.46"
"Disposable Income per Person","2019","Co. Laois","Euro","16792.26"
"Disposable Income per Person","2019","Co. Leitrim","Euro","19708.74"
"Disposable Income per Person","2019","Co. Limerick","Euro","24909.49"
"Disposable Income per Person","2019","Co. Longford","Euro","17053.34"
"Disposable Income per Person","2019","Co. Louth","Euro","20265.91"
"Disposable Income per Person","2019","Co. Mayo","Euro","19086.36"
"Disposable Income per Person","2019","Co. Meath","Euro","21565.84"
"Disposable Income per Person","2019","Co. Monaghan","Euro","19095.01"
"Disposable Income per Person","2019","Co. Offaly","Euro","17058.57"
"Disposable Income per Person","2019","Co. Roscommon","Euro","19069.73"
"Disposable Income per Person","2019","Co. Sligo","Euro","20442.17"
"Disposable Income per Person","2019","Co. Tipperary","Euro","20246.39"
"Disposable Income per Person","2019","Co. Waterford","Euro","20799.34"
"Disposable Income per Person","2019","Co. Westmeath","Euro","17926.84"
"Disposable Income per Person","2019","Co. Wexford","Euro","19737.2"
"Disposable Income per Person","2019","Co. Wicklow","Euro","22149.51"
"Disposable Income per Person","2020","Ireland","Euro","23460.59"
"Disposable Income per Person","2020","Co. Carlow","Euro","22724.97"
"Disposable Income per Person","2020","Co. Cavan","Euro","19697.49"
"Disposable Income per Person","2020","Co. Clare","Euro","21421.8"
"Disposable Income per Person","2020","Co. Cork","Euro","23855.61"
